timestamp,device_id,component_type,log_type,log_message,event_severity,error_code,performance_metrics,location
2025-03-30 01:20:47,dev_3,AC_Unit,ATM_log,General log: operation normal,3,,,Chennai
2025-03-27 17:57:47,dev_1,UPS,IOT_log,Battery low,1,IOT_E203,,Bangalore
2025-04-03 07:25:47,dev_6,ATM,Server_log,Disk failure warning,4,SRV_E102,"CPU:84.15%, MEM:76.47%",Bangalore
2025-03-21 17:39:47,dev_2,Server,Server_log,Unexpected shutdown,4,,"CPU:80.47%, MEM:97.18%",Mumbai
2025-04-09 16:56:47,dev_10,ATM,Server_log,Memory leak suspected,5,,"CPU:94.92%, MEM:98.6%",Mumbai
2025-03-26 00:34:47,dev_9,AC_Unit,IOT_log,Battery low,1,IOT_E202,,Hyderabad
2025-03-26 23:57:47,dev_3,ATM,ATM_log,Card reader malfunction,1,ATM_E001,,Mumbai
2025-04-17 02:19:47,dev_6,Server,Server_log,Unexpected shutdown,5,,"CPU:73.73%, MEM:89.23%",Bangalore
2025-03-29 12:39:47,dev_1,Server,Server_log,General log: system healthy,5,,"CPU:98.15%, MEM:67.25%",Bangalore
2025-04-13 00:45:47,dev_9,AC_Unit,ATM_log,Network timeout,3,,,Bangalore
2025-03-22 18:17:47,dev_5,ATM,ATM_log,Card reader malfunction,3,ATM_E001,,Chennai
2025-03-22 08:41:47,dev_4,Server,IOT_log,Intermittent connectivity,3,,,Bangalore
2025-04-17 19:22:47,dev_8,Server,IOT_log,Sensor calibration needed,1,,,Mumbai
2025-04-09 20:31:47,dev_5,AC_Unit,Server_log,Disk failure warning,5,SRV_E102,"CPU:71.99%, MEM:89.64%",Chennai
2025-04-12 02:03:47,dev_9,UPS,ATM_log,Cash dispenser error,3,ATM_E003,,Delhi
2025-03-19 04:47:47,dev_10,AC_Unit,IOT_log,Sensor calibration needed,2,,,Bangalore
2025-04-16 06:05:47,dev_6,AC_Unit,IOT_log,Signal lost,1,IOT_E201,,Bangalore
2025-04-02 08:25:47,dev_1,UPS,IOT_log,Battery low,3,IOT_E201,,Bangalore
2025-03-29 01:04:47,dev_5,UPS,Server_log,High CPU usage detected,3,,"CPU:87.23%, MEM:93.67%",Chennai
2025-04-07 16:37:47,dev_4,UPS,IOT_log,Signal lost,1,IOT_E203,,Bangalore
2025-03-20 23:11:47,dev_5,ATM,ATM_log,Network timeout,3,,,Chennai
2025-03-23 22:34:47,dev_3,AC_Unit,ATM_log,Network timeout,1,,,Hyderabad
2025-03-26 06:56:47,dev_6,AC_Unit,IOT_log,Signal lost,2,IOT_E201,,Bangalore
2025-04-03 14:27:47,dev_10,ATM,ATM_log,General log: operation normal,1,,,Chennai
2025-03-21 18:58:47,dev_9,AC_Unit,ATM_log,Card reader malfunction,1,ATM_E001,,Chennai
2025-04-08 02:46:47,dev_8,Server,IOT_log,Battery low,1,IOT_E202,,Bangalore
2025-04-07 20:11:47,dev_6,ATM,Server_log,Disk failure warning,3,SRV_E101,"CPU:74.19%, MEM:91.81%",Hyderabad
2025-03-31 10:51:47,dev_2,Server,Server_log,Unexpected shutdown,5,,"CPU:76.05%, MEM:66.55%",Delhi
2025-04-05 00:58:47,dev_1,ATM,ATM_log,Network timeout,1,,,Delhi
2025-03-21 05:34:47,dev_9,Server,IOT_log,Sensor calibration needed,3,,,Hyderabad
2025-03-26 09:08:47,dev_6,AC_Unit,ATM_log,Printer error,3,ATM_E003,,Mumbai
2025-04-09 11:18:47,dev_1,AC_Unit,Server_log,General log: system healthy,4,,"CPU:74.93%, MEM:92.58%",Bangalore
2025-04-04 19:14:47,dev_6,UPS,ATM_log,Card reader malfunction,2,ATM_E001,,Bangalore
2025-04-11 08:36:47,dev_3,Server,IOT_log,General log: stable,1,,,Hyderabad
2025-04-15 04:37:47,dev_1,UPS,IOT_log,General log: stable,1,,,Bangalore
2025-03-30 14:40:47,dev_2,ATM,IOT_log,Sensor calibration needed,2,,,Hyderabad
2025-04-04 04:15:47,dev_9,AC_Unit,IOT_log,Battery low,1,IOT_E203,,Chennai
2025-03-27 20:22:47,dev_5,UPS,IOT_log,General log: stable,2,,,Hyderabad
2025-03-29 20:38:47,dev_3,UPS,IOT_log,General log: stable,1,,,Hyderabad
2025-04-09 12:32:47,dev_2,UPS,IOT_log,Battery low,2,IOT_E203,,Mumbai
2025-04-12 04:37:47,dev_7,AC_Unit,ATM_log,General log: operation normal,2,,,Mumbai
2025-03-20 09:38:47,dev_8,AC_Unit,ATM_log,Cash dispenser error,3,ATM_E001,,Mumbai
2025-03-20 12:29:47,dev_10,UPS,ATM_log,General log: operation normal,1,,,Mumbai
2025-03-25 17:16:47,dev_5,Server,Server_log,Disk failure warning,5,SRV_E101,"CPU:89.96%, MEM:80.92%",Chennai
2025-04-15 10:27:47,dev_1,AC_Unit,IOT_log,Signal lost,2,IOT_E203,,Bangalore
2025-04-15 12:28:47,dev_1,ATM,IOT_log,Battery low,2,IOT_E202,,Mumbai
2025-03-21 01:43:47,dev_5,ATM,Server_log,Memory leak suspected,2,,"CPU:80.76%, MEM:95.09%",Bangalore
2025-04-06 03:53:47,dev_5,UPS,Server_log,Memory leak suspected,2,,"CPU:81.77%, MEM:92.66%",Chennai
2025-04-13 17:36:47,dev_1,Server,Server_log,General log: system healthy,5,,"CPU:83.17%, MEM:75.08%",Hyderabad
2025-03-23 21:39:47,dev_8,Server,Server_log,Disk failure warning,2,SRV_E103,"CPU:83.88%, MEM:72.06%",Delhi
2025-03-20 16:25:47,dev_3,UPS,ATM_log,Printer error,2,ATM_E001,,Chennai
2025-04-16 07:41:47,dev_6,ATM,IOT_log,General log: stable,3,,,Delhi
2025-03-31 08:40:47,dev_6,ATM,IOT_log,Battery low,2,IOT_E202,,Chennai
2025-03-27 18:41:47,dev_7,Server,IOT_log,Sensor calibration needed,1,,,Delhi
2025-03-29 10:50:47,dev_8,UPS,ATM_log,Printer error,2,ATM_E001,,Mumbai
2025-04-08 08:19:47,dev_9,Server,IOT_log,Intermittent connectivity,2,,,Delhi
2025-03-23 09:17:47,dev_8,UPS,Server_log,High CPU usage detected,5,,"CPU:92.43%, MEM:80.11%",Delhi
2025-04-04 06:15:47,dev_8,ATM,Server_log,Unexpected shutdown,2,,"CPU:76.97%, MEM:95.98%",Hyderabad
2025-03-31 23:22:47,dev_2,AC_Unit,IOT_log,Battery low,3,IOT_E203,,Delhi
2025-04-04 05:59:47,dev_1,Server,Server_log,General log: system healthy,5,,"CPU:81.52%, MEM:81.74%",Chennai
2025-03-26 18:59:47,dev_8,ATM,IOT_log,Battery low,1,IOT_E202,,Hyderabad
2025-04-06 19:31:47,dev_5,AC_Unit,ATM_log,Card reader malfunction,2,ATM_E001,,Hyderabad
2025-03-22 17:35:47,dev_7,ATM,IOT_log,Battery low,1,IOT_E201,,Bangalore
2025-03-20 04:09:47,dev_8,Server,ATM_log,Printer error,1,ATM_E003,,Bangalore
2025-03-22 18:45:47,dev_2,UPS,IOT_log,General log: stable,3,,,Chennai
2025-04-14 01:22:47,dev_9,ATM,Server_log,General log: system healthy,5,,"CPU:97.19%, MEM:84.97%",Delhi
2025-03-19 23:33:47,dev_3,Server,ATM_log,Printer error,3,ATM_E003,,Mumbai
2025-03-30 05:50:47,dev_7,UPS,IOT_log,Battery low,2,IOT_E202,,Delhi
2025-03-19 06:04:47,dev_8,Server,Server_log,General log: system healthy,4,,"CPU:73.51%, MEM:97.59%",Mumbai
2025-03-22 17:47:47,dev_6,Server,ATM_log,General log: operation normal,3,,,Mumbai
2025-04-08 19:00:47,dev_3,Server,IOT_log,Signal lost,3,IOT_E201,,Delhi
2025-03-25 04:47:47,dev_8,UPS,Server_log,Unexpected shutdown,2,,"CPU:88.83%, MEM:73.4%",Delhi
2025-04-02 13:21:47,dev_7,Server,IOT_log,Sensor calibration needed,1,,,Hyderabad
2025-04-10 11:04:47,dev_5,Server,IOT_log,Signal lost,1,IOT_E203,,Hyderabad
2025-04-17 04:30:47,dev_8,ATM,IOT_log,General log: stable,1,,,Delhi
2025-03-25 19:47:47,dev_7,Server,IOT_log,Signal lost,3,IOT_E203,,Delhi
2025-04-17 03:58:47,dev_7,AC_Unit,ATM_log,Cash dispenser error,3,ATM_E002,,Delhi
2025-04-11 20:27:47,dev_8,Server,IOT_log,General log: stable,3,,,Bangalore
2025-03-30 09:33:47,dev_4,AC_Unit,ATM_log,Cash dispenser error,1,ATM_E001,,Chennai
2025-03-26 00:15:47,dev_7,ATM,Server_log,General log: system healthy,4,,"CPU:74.18%, MEM:91.76%",Chennai
2025-04-14 10:45:47,dev_5,ATM,Server_log,Memory leak suspected,2,,"CPU:88.6%, MEM:81.34%",Bangalore
2025-04-14 05:44:47,dev_1,AC_Unit,IOT_log,General log: stable,2,,,Chennai
2025-04-15 18:02:47,dev_9,Server,IOT_log,Sensor calibration needed,3,,,Mumbai
2025-04-13 02:48:47,dev_9,UPS,Server_log,Memory leak suspected,3,,"CPU:96.82%, MEM:91.54%",Hyderabad
2025-03-28 06:01:47,dev_6,AC_Unit,IOT_log,General log: stable,2,,,Mumbai
2025-03-31 20:22:47,dev_2,AC_Unit,ATM_log,General log: operation normal,3,,,Chennai
2025-04-11 14:39:47,dev_6,UPS,Server_log,Disk failure warning,4,SRV_E101,"CPU:74.55%, MEM:72.47%",Hyderabad
2025-03-19 23:30:47,dev_6,UPS,ATM_log,Network timeout,3,,,Chennai
2025-04-12 05:50:47,dev_2,ATM,IOT_log,General log: stable,1,,,Mumbai
2025-03-29 14:09:47,dev_4,UPS,ATM_log,General log: operation normal,3,,,Hyderabad
2025-03-20 16:33:47,dev_7,ATM,ATM_log,Printer error,3,ATM_E002,,Mumbai
2025-04-17 14:18:47,dev_1,Server,IOT_log,Sensor calibration needed,3,,,Bangalore
2025-03-23 08:24:47,dev_5,UPS,Server_log,Unexpected shutdown,5,,"CPU:77.45%, MEM:89.76%",Chennai
2025-04-08 15:58:47,dev_2,ATM,ATM_log,General log: operation normal,1,,,Delhi
2025-03-27 14:00:47,dev_9,ATM,IOT_log,Signal lost,3,IOT_E201,,Bangalore
2025-04-09 01:58:47,dev_7,ATM,ATM_log,General log: operation normal,1,,,Chennai
2025-04-13 16:57:47,dev_9,AC_Unit,Server_log,Disk failure warning,2,SRV_E103,"CPU:71.01%, MEM:82.8%",Mumbai
2025-03-21 23:13:47,dev_2,ATM,IOT_log,General log: stable,2,,,Hyderabad
2025-03-31 23:17:47,dev_5,Server,ATM_log,Printer error,3,ATM_E003,,Bangalore
2025-04-14 11:11:47,dev_4,AC_Unit,ATM_log,Card reader malfunction,3,ATM_E003,,Mumbai
2025-03-22 14:28:47,dev_9,UPS,ATM_log,Network timeout,3,,,Delhi
2025-04-16 08:16:47,dev_4,UPS,Server_log,Memory leak suspected,3,,"CPU:92.87%, MEM:95.07%",Bangalore
2025-04-15 06:43:47,dev_2,Server,Server_log,Unexpected shutdown,4,,"CPU:80.26%, MEM:92.85%",Bangalore
2025-03-29 19:03:47,dev_10,Server,IOT_log,Signal lost,2,IOT_E202,,Delhi
2025-04-13 16:02:47,dev_4,Server,Server_log,Disk failure warning,3,SRV_E103,"CPU:73.32%, MEM:93.86%",Chennai
2025-03-26 05:26:47,dev_8,UPS,Server_log,Disk failure warning,5,SRV_E103,"CPU:73.82%, MEM:75.89%",Chennai
2025-04-15 10:41:47,dev_10,ATM,ATM_log,General log: operation normal,1,,,Bangalore
2025-04-09 16:26:47,dev_2,ATM,IOT_log,Sensor calibration needed,3,,,Hyderabad
2025-03-31 03:33:47,dev_10,Server,IOT_log,Signal lost,3,IOT_E203,,Hyderabad
2025-04-02 19:33:47,dev_3,AC_Unit,ATM_log,General log: operation normal,3,,,Chennai
2025-03-22 07:14:47,dev_8,ATM,Server_log,General log: system healthy,2,,"CPU:93.92%, MEM:66.0%",Chennai
2025-03-28 08:28:47,dev_10,Server,ATM_log,Printer error,1,ATM_E001,,Delhi
2025-03-30 21:40:47,dev_3,UPS,ATM_log,Card reader malfunction,2,ATM_E001,,Bangalore
2025-04-16 07:59:47,dev_4,ATM,IOT_log,Signal lost,2,IOT_E202,,Mumbai
2025-03-20 01:26:47,dev_1,ATM,ATM_log,General log: operation normal,3,,,Bangalore
2025-03-23 07:29:47,dev_5,Server,IOT_log,Intermittent connectivity,2,,,Chennai
2025-03-30 19:25:47,dev_2,AC_Unit,ATM_log,General log: operation normal,2,,,Chennai
2025-04-07 04:51:47,dev_8,ATM,ATM_log,Printer error,1,ATM_E001,,Delhi
2025-04-15 23:41:47,dev_5,Server,ATM_log,Card reader malfunction,2,ATM_E003,,Mumbai
2025-03-27 12:40:47,dev_4,UPS,IOT_log,Sensor calibration needed,2,,,Bangalore
2025-03-28 00:52:47,dev_4,Server,ATM_log,Card reader malfunction,1,ATM_E001,,Chennai
2025-03-30 22:12:47,dev_3,ATM,ATM_log,Cash dispenser error,1,ATM_E002,,Delhi
2025-03-20 10:49:47,dev_7,ATM,ATM_log,Card reader malfunction,2,ATM_E003,,Bangalore
2025-04-03 01:12:47,dev_4,UPS,ATM_log,General log: operation normal,1,,,Delhi
2025-03-29 18:50:47,dev_5,Server,Server_log,General log: system healthy,2,,"CPU:76.88%, MEM:88.89%",Bangalore
2025-04-11 03:58:47,dev_3,ATM,ATM_log,General log: operation normal,3,,,Hyderabad
2025-03-28 02:30:47,dev_3,ATM,Server_log,General log: system healthy,2,,"CPU:91.6%, MEM:85.65%",Mumbai
2025-03-20 22:50:47,dev_2,ATM,IOT_log,Battery low,3,IOT_E203,,Chennai
2025-03-23 15:25:47,dev_7,UPS,ATM_log,General log: operation normal,2,,,Bangalore
2025-04-11 00:32:47,dev_7,AC_Unit,IOT_log,General log: stable,1,,,Delhi
2025-04-05 12:06:47,dev_8,Server,Server_log,General log: system healthy,5,,"CPU:90.82%, MEM:81.71%",Hyderabad
2025-04-10 10:22:47,dev_1,ATM,ATM_log,Printer error,3,ATM_E001,,Delhi
2025-03-27 05:56:47,dev_6,ATM,Server_log,General log: system healthy,4,,"CPU:77.55%, MEM:73.83%",Mumbai
